"season.2000.2001","season.2001.2002","season.2002.2003","season.2003.2004","season.2004.2005","season.2005.2006","season.2006.2007","season.2007.2008","season.2008.2009","season.2010.2011","season.2011.2012","season.2012.2013","season.2013.2014","season.2014.2015","season.2015.2016"
19.2668136714443,16.0103910308996,18.8348723519826,10.4921011201195,7.45395440324928,12.1591654737234,8.45460600877541,5.16758557937204,7.91183340555878,7.20332303245568,16.0218932703073,13.8949787772935,11.1313425588735,6.86922060766182,18.470127093479
29.54796030871,12.0453923981406,15.8745247148289,9.1300160132659,9.15656629032241,15.5019371428412,4.87259224804813,3.89516500957691,7.21826359403253,10.8112701708759,17.0543599950243,13.5386972701834,15.6955571740714,7.0493575117089,20.0973987409431
25.151598676957,17.6374077112387,11.7055947854427,19.1635934340485,9.3442557896848,16.1678279135818,5.75492651999198,11.2310591109468,6.85863480287076,10.5221315500269,24.7045652444334,14.9392521602023,10.318038358825,11.6488531283776,24.7297778833591
20.0523704520397,15.3677878042111,15.385659967409,14.7806463080346,15.8061371248757,20.4561644771512,12.721416517877,12.1009792964189,5.2659930134401,7.94502645115531,15.6487125264336,16.6960885573314,7.08909929594562,9.30707337576558,11.7828720750683
37.1141124586549,19.2780968006563,28.7072243346008,19.3389113190891,20.7933152507907,18.1388645949739,16.5404753068877,11.7763822122875,10.5705176830761,8.1335951169264,25.5877596716009,18.0966434473504,17.8077203204661,11.4326888435211,10.0843330561824
34.0270121278942,30.9133169264424,20.9125475285171,18.0847141414912,22.7506486012842,18.0056864408258,16.4482911292219,16.359693040223,7.96320894715332,14.5826434862977,19.9402910809802,15.6149584667904,13.7169215829085,17.4252431848205,9.47856039909728
41.3588754134509,25.9228876127974,33.5822922324823,38.0574670449577,29.3734066502143,26.9952118458239,19.701075684,17.0997743920426,11.9191256499327,14.6329284638367,26.9436497076751,15.3078192365231,24.5205146880311,11.5287618590128,14.0159163796175
31.6289966923925,24.2275088870659,36.1624117327539,60.2149505158526,20.0693700389643,31.2036415169045,16.4614602974599,23.9942164589938,12.1631594725068,17.4488872060183,18.1365841522577,21.4137471342374,12.9400339888322,20.3074336495737,15.856990141347
32.5248070562293,33.9896089691004,34.369907658881,119.351021739148,21.2223198207619,25.716701566002,14.8943292771417,28.5385756368335,18.3282244638513,32.7229491334767,30.4266699838288,25.6522685119264,16.1568341830541,19.8270685721148,15.6431880270816
39.0297684674752,30.4211101996172,46.4693101575231,203.018110876964,28.4617719390256,28.6599387726754,17.3437945694038,34.9396301359049,24.0052218100477,34.2314984596454,29.5932329891778,30.5664961962035,14.2146151978636,24.5946919658941,18.2088133982658
52.0396912899669,37.5034181022696,38.0228136882129,265.107614163635,26.3703746604161,40.2597559989767,20.4253799370882,41.171894151228,28.6033327827588,71.6686642373994,26.421196666252,45.3091792490348,22.3233794610342,35.871262159241,19.3253355505404
34.3026460859978,34.9603500136724,20.1520912547529,186.133649948443,33.8913610277233,24.9176326411132,12.3526798072139,46.1577053634864,22.027263458658,73.3406397405697,17.439980097027,41.181227994242,9.94173343044428,19.8150594451783,34.1251930157976
57.8693495038589,43.0133989608969,43.5904399782727,252.673530316913,53.6791968176441,28.3003577564755,32.6858755666364,98.9761428933493,43.2967376787965,187.210971377539,34.7306878965045,91.7732020038746,22.893906287934,52.1076017773508,54.3413707091103
77.2601984564498,91.8238993710692,51.8196632265073,325.929434281551,78.6955258040886,33.6674373686447,54.5071873369492,210.585604301093,226.925767223072,229.588636198496,45.40365717129,148.483389480432,45.3265355668852,107.601777350787,92.7901175911628
144.570011025358,157.492480175007,62.7104834329169,237.609678194582,146.089462467999,27.8209164015423,70.4418809048904,315.482398008999,365.280100737162,215.923693552284,60.1567359124269,207.994686737028,53.8844379703812,160.129698570914,121.724670388407
231.422271223815,265.38146021329,65.7794676806084,149.950735674304,231.568623034757,40.4994766764433,108.579792122046,283.957529198157,517.146201690615,276.20281037711,60.6543102375917,302.040719044881,72.1898519058024,269.568872342981,197.529397790711
280.416207276736,365.928356576429,92.0695274307442,113.026091886531,397.499546863923,49.0095607265081,185.843302174203,273.154938238264,479.513617472616,305.921232102634,83.7168802089812,417.709353163553,94.1247875697985,353.212441455506,242.166528091222
304.024255788313,397.621000820345,134.383487235198,74.1190073986845,523.023602758928,63.2862588511866,343.781136852153,237.864743251497,398.186135128463,291.602584748415,95.3849981340963,485.697693175526,124.860403010439,435.29482406629,316.332105950826
229.54796030871,371.452009844135,207.455187398153,54.6991801326536,505.863419960081,84.0354152674637,352.117220346786,194.083088543852,264.905136346834,254.617983768512,150.404279139196,385.238593739692,142.158290847293,419.334694367719,301.472859009384
139.236493936053,344.941208640963,268.35958718088,50.8152146794474,349.330377491846,96.0347669562093,322.53926848431,176.256216683355,160.240314233363,187.060116444922,208.135340216445,315.640844161117,142.206846321923,376.233937792722,262.32331630835
104.437706725469,274.555646704949,369.541010320478,45.3803602431902,216.178084087041,133.737502395542,197.01075684,113.310350128592,112.974815966388,160.798786925202,213.757930090807,222.835654343545,133.952415634863,296.433289299868,227.960565387813
82.9382579933848,162.414547443259,371.835958718088,30.5727419528416,149.253371171536,131.753147898735,87.7066604648664,73.229102180046,86.6705386699848,108.892118860613,147.505908695111,216.828010999516,98.3369749939306,216.008166206317,227.378548521202
52.8252480705623,127.837024883785,329.508419337317,30.1411902358187,117.574064957727,175.835116921763,64.8976610767059,74.3327322660927,67.5845249676141,99.2122606843635,136.546834183356,106.343887087756,67.9048312697257,138.104959769425,206.960446608861
40.5595369349504,83.9075745146295,227.743074416078,15.5088898305108,60.5700827228062,175.608714059711,40.8639290424145,55.3243270193574,40.6123656304819,51.2655346009673,97.2757805697226,80.0896256845058,60.3787327021122,101.393058724631,180.544007601853
31.7805953693495,41.8238993710692,122.134709397067,11.1124567133399,30.3118541470263,118.555192822656,12.4316948166417,38.3673753443326,33.4326336926453,34.105786015798,75.4820251275034,45.1371812800851,29.5217285748968,70.8058124174373,126.202636892743
17.8886438809261,33.4427126059612,75.9505703422053,12.0699620854845,15.8061371248757,68.5334781246225,14.5124233982407,27.2531711836731,25.1611714959248,21.081976833208,37.2683169548451,25.787409773244,24.8361252731245,39.9423561907049,51.823256918874
